ID,Automated,Regression,Section,Section Depth
C40213, No, Regular Regression,Payment API,2
C40214, No, Regular Regression,Payment API,2
C35130, No, Regular Regression,Order API,2
C35131, No, Regular Regression,Order API,2
C35132, No, Regular Regression,Order API,2
C35133, No, Regular Regression,Order API,2
C35134, No, Regular Regression,Order API,2
C35135, No, Regular Regression,Order API,2
C35136, No, Regular Regression,Order API,2
C35137, No, Regular Regression,Order API,2
C35138, No, Regular Regression,Order API,2
C35139, No, Regular Regression,Order API,2
C35140, No, Regular Regression,Order API,2
C35141, No, Regular Regression,Order API,2
C35142, No, Feature Regression,Order API,2
C35143, No, Regular Regression,Order API,2
C35144, No, Regular Regression,Order API,2
C35145, No, Regular Regression,Order API,2
C35146, No, Regular Regression,Order API,2
C34614, No, Feature Regression,Giftcard API,2
C34615, No, Feature Regression,Giftcard API,2
C34616, No, Feature Regression,Giftcard API,2
C34617, No, Feature Regression,Giftcard API,2
C34618, No, Feature Regression,Giftcard API,2
C34619, No, Feature Regression,Giftcard API,2
C34620, No, Feature Regression,Giftcard API,2
C34621, No, Feature Regression,Giftcard API,2
C34770, No, Feature Regression,Giftcard API,2
C35763, No, Regular Regression,Wallet API's,2
C35764, No, Regular Regression,Wallet API's,2
C35785, No, Regular Regression,Wallet API's,2
C35786, No, Regular Regression,Wallet API's,2
C35787, No, Regular Regression,Wallet API's,2
C35788, No, Regular Regression,Wallet API's,2
C35789, No, Regular Regression,Wallet API's,2
C35790, No, Regular Regression,Wallet API's,2
C35792, No, Regular Regression,Wallet API's,2
C35793, No, Regular Regression,Wallet API's,2
C35794, No, Regular Regression,Wallet API's,2
C35795, No, Regular Regression,Wallet API's,2
C35796, No, Regular Regression,Wallet API's,2
C44192, Yes, Regular Regression,Wallet API's,2
C44193, Yes, Regular Regression,Wallet API's,2
C44194, Yes, Regular Regression,Wallet API's,2
C44195, Yes, Regular Regression,Wallet API's,2
C43855, No, Feature Regression,POS-EMV  US device,2
C43856, No, Feature Regression,POS-EMV  US device,2
C43857, No, Feature Regression,POS-EMV  US device,2
C43858, No, Feature Regression,POS-EMV  US device,2
C43859, No, Feature Regression,POS-EMV  US device,2
C43860, No, Feature Regression,POS-EMV  US device,2
C43861, No, Feature Regression,POS-EMV  US device,2
C43862, No, Feature Regression,POS-EMV  US device,2
C43863, No, Feature Regression,POS-EMV  US device,2
C43864, No, Feature Regression,POS-EMV  US device,2
C43865, No, Feature Regression,POS-EMV  US device,2
C43866, No, Feature Regression,POS-EMV  US device,2
C43867, No, Feature Regression,POS-EMV  US device,2
C43868, No, Feature Regression,POS-EMV  US device,2
C43869, No, Feature Regression,POS-EMV  US device,2
C43870, No, Feature Regression,POS-EMV  US device,2
C43871, No, Feature Regression,POS-EMV  US device,2
C43872, No, Feature Regression,POS-EMV  US device,2
C43873, No, Feature Regression,POS-EMV  US device,2
C43874, No, Feature Regression,POS-EMV  US device,2
C43875, No, Feature Regression,POS-EMV  US device,2
C43876, No, Feature Regression,POS-EMV  US device,2
C43877, No, Feature Regression,POS-EMV  US device,2
C43878, No, Feature Regression,POS-EMV  US device,2
C43879, No, Feature Regression,POS-EMV  US device,2
C43880, No, Feature Regression,POS-EMV  US device,2
C43881, No, Feature Regression,POS-EMV  US device,2
C43882, No, Feature Regression,POS-EMV  US device,2
C43883, No, Feature Regression,POS-EMV  US device,2
C43884, No, Feature Regression,POS-EMV  US device,2
C43885, No, Feature Regression,POS-EMV  US device,2
C44342, No, Feature Regression,Feature Regression Maintenance 207,2
C44343, No, Feature Regression,Feature Regression Maintenance 207,2
C44344, No, Feature Regression,Feature Regression Maintenance 207,2
C44345, No, Feature Regression,Feature Regression Maintenance 207,2
C44346, No, Feature Regression,Feature Regression Maintenance 207,2
C44347, No, Feature Regression,Feature Regression Maintenance 207,2
C44348, No, Feature Regression,Feature Regression Maintenance 207,2
C44349, No, Feature Regression,Feature Regression Maintenance 207,2
C44350, No, Feature Regression,Feature Regression Maintenance 207,2
C44351, No, Feature Regression,Feature Regression Maintenance 207,2
C44352, No, Feature Regression,Feature Regression Maintenance 207,2
C44353, No, Feature Regression,Feature Regression Maintenance 207,2
C36657, No, Regular Regression,Time Based Notifications - Customer/Invoice/Payment,2
C36658, No, Regular Regression,Time Based Notifications - Customer/Invoice/Payment,2
C36659, No, Regular Regression,Time Based Notifications - Customer/Invoice/Payment,2
C36653, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C36654, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C36655, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C36656, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C39264, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C39265, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C39266, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C41828, No, Regular Regression,Aggregate Notifications - Customer/Invoice/Payment,2
C36435, No, Regular Regression,Regular Notifications,2
C36438, No, Regular Regression,Regular Notifications,2
C36441, No, Regular Regression,Regular Notifications,2
C36454, No, Regular Regression,Regular Notifications,2
C36455, No, Regular Regression,Regular Notifications,2
C36456, No, Regular Regression,Regular Notifications,2
C36457, No, Regular Regression,Regular Notifications,2
C36458, No, Regular Regression,Regular Notifications,2
C36604, No, Regular Regression,Regular Notifications,2
C36605, No, Regular Regression,Regular Notifications,2
C36606, No, Regular Regression,Regular Notifications,2
C36607, No, Regular Regression,Regular Notifications,2
C44566, No, Regular Regression,Custom Email Templates,2
C44567, Yes, Regular Regression,Custom Email Templates,2
C44568, No, Regular Regression,Custom Email Templates,2
C44569, No, Regular Regression,Custom Email Templates,2
C44570, No, Regular Regression,Custom Email Templates,2
C44571, No, Regular Regression,Custom Email Templates,2
C44572, No, Regular Regression,Custom Email Templates,2
C44573,,,Custom Email Templates,2
C44574,,,Custom Email Templates,2
C44575,,,Custom Email Templates,2
C44576,,,Custom Email Templates,2
C44577,,,Custom Email Templates,2
C44578,,,Custom Email Templates,2
C44579,,,Custom Email Templates,2
C44580,,,Custom Email Templates,2
C44581,,,Custom Email Templates,2
C44582,,,Custom Email Templates,2
C36350, Yes, Regular Regression,Payments,2
C36351, Yes, Regular Regression,Payments,2
C36352, No, Regular Regression,Payments,2
C36353, No, Regular Regression,Payments,2
C36354, No, Regular Regression,Payments,2
C36355, No, Regular Regression,Payments,2
C36572, No, Regular Regression,Events,2
C36573, No, Regular Regression,Events,2
C36584, No, Regular Regression,Events,2
C36585, No, Regular Regression,Events,2
C36586, No, Regular Regression,Events,2
C36577, No, Regular Regression,Events,2
C36578, No, Regular Regression,Events,2
C36587, No, Regular Regression,Events,2
C36588, No, Regular Regression,Events,2
C36589, No, Regular Regression,Events,2
C36590, No, Regular Regression,Events,2
C36591, No, Regular Regression,Events,2
C36592, No, Regular Regression,Events,2
C36575, No, Regular Regression,Events,2
C36574, No, Regular Regression,Events,2
C36593, No, Regular Regression,Events,2
C36594, No, Regular Regression,Events,2
C36595, No, Regular Regression,Events,2
C36596, No, Regular Regression,Events,2
C36597, No, Regular Regression,Events,2
C36598, No, Regular Regression,Events,2
C36599, No, Regular Regression,Events,2
C36900, No, No,Response files,2
C36901, Yes, Regular Regression,Response files,2
C36902, Yes, Regular Regression,Response files,2
C36993, No, No,Response files,2
C36994, No, No,Response files,2
C36995, No, No,Response files,2
C36996, No, No,Response files,2
C37005, No, No,Response files,2
C37006, No, No,Response files,2
C37007, No, No,Response files,2
C37623, No, No,Other jobs,2
C37624, No, No,Other jobs,2
C37625, No, No,Other jobs,2
C37626, No, No,Other jobs,2
C37627, No, No,Other jobs,2
C37628, No, No,Other jobs,2
C37629, No, No,Other jobs,2
C37630, No, No,Other jobs,2
C37631, No, No,Other jobs,2
C37632, No, No,Other jobs,2
C37633, No, No,Other jobs,2
C37634, No, No,Other jobs,2
C37635, No, No,Other jobs,2
C37636, No, No,Other jobs,2
C37637, No, No,Other jobs,2
C37638, No, No,Other jobs,2
C37639, No, No,Other jobs,2
C37640, No, No,Other jobs,2
C37641, No, No,Other jobs,2
C37642, No, No,Other jobs,2
C37643, No, No,Other jobs,2
C37644, No, No,Other jobs,2
C37645, No, No,Other jobs,2
C37646, No, No,Other jobs,2
C37647, No, No,Other jobs,2
C42701, No, No,Other jobs,2
C43243, No, No,Other jobs,2
C43244, No, No,Other jobs,2
C43245, No, No,Other jobs,2
C43246, No, No,Other jobs,2
C43247, No, No,Other jobs,2
C43248, No, No,Other jobs,2
C43249, No, No,Other jobs,2
C37911, Yes, Regular Regression,Grouped Accounts,2
C37912, Yes, Regular Regression,Grouped Accounts,2
C37913, No, Regular Regression,Grouped Accounts,2
C37914, Yes, Regular Regression,Grouped Accounts,2
C37915, Yes, Regular Regression,Grouped Accounts,2
C37918, No, Regular Regression,Grouped Accounts,2
C39267, Yes, Regular Regression,Grouped Accounts,2
C39268, Yes, Regular Regression,Grouped Accounts,2
C39269, Yes, Regular Regression,Grouped Accounts,2
C39270, Yes, Regular Regression,Grouped Accounts,2
C39271, Yes, Regular Regression,Grouped Accounts,2
C39272, Yes, Regular Regression,Grouped Accounts,2
C37919, Yes, Regular Regression,Linked Accounts,2
C37936, Yes, Regular Regression,Linked Accounts,2
C39273, Yes, Regular Regression,Linked Accounts,2
C39274, Yes, Regular Regression,Linked Accounts,2
C39275, Yes, Regular Regression,Linked Accounts,2
C39276, Yes, Regular Regression,Linked Accounts,2
C39277, Yes, Regular Regression,Linked Accounts,2
C39278, Yes, Regular Regression,Linked Accounts,2
C33912, Yes, Regular Regression,C-AR - SSO,1
C33913, Yes, Regular Regression,C-AR - SSO,1
C33914, Yes, Regular Regression,C-AR - SSO,1
C33916, Yes, Regular Regression,C-AR - SSO,1
C39802, Yes, Regular Regression,C-AR - UK Localization,1
C39803, Yes, Regular Regression,C-AR - UK Localization,1
C39804, Yes, Regular Regression,C-AR - UK Localization,1
C39805, Yes, Regular Regression,C-AR - UK Localization,1
C39806, Yes, Regular Regression,C-AR - UK Localization,1
C39807, Yes, Regular Regression,C-AR - UK Localization,1
C39808, Yes, Regular Regression,C-AR - UK Localization,1
C39809, Yes, Regular Regression,C-AR - UK Localization,1
C39810, Yes, Regular Regression,C-AR - UK Localization,1
C39811, Yes, Regular Regression,C-AR - UK Localization,1
C39812, Yes, Regular Regression,C-AR - UK Localization,1
C39813, Yes, Regular Regression,C-AR - UK Localization,1
C39814, Yes, Regular Regression,C-AR - UK Localization,1
C39815, Yes, Regular Regression,C-AR - UK Localization,1
C39816, Yes, Regular Regression,C-AR - UK Localization,1
C39817, Yes, Regular Regression,C-AR - UK Localization,1
C39818, Yes, Regular Regression,C-AR - UK Localization,1
C39819, No, Regular Regression,C-AR - UK Localization,1
C39820, Yes, Regular Regression,C-AR - UK Localization,1
C39821, Yes, Regular Regression,C-AR - UK Localization,1
C39822, No, Regular Regression,C-AR - UK Localization,1
C39823, Yes, Regular Regression,C-AR - UK Localization,1
C39824, Yes, Regular Regression,C-AR - UK Localization,1
C39825, Yes, Regular Regression,C-AR - UK Localization,1
C39826, Yes, Regular Regression,C-AR - UK Localization,1
C39827, Yes, Regular Regression,C-AR - UK Localization,1
C43603, No, No,C-AR - TimeZone Test,1
C34323, No, Regular Regression,C-AR - Translations and Localization,1
C34324, No, Regular Regression,C-AR - Translations and Localization,1
C34325, No, Regular Regression,C-AR - Translations and Localization,1
C34326, No, Regular Regression,C-AR - Translations and Localization,1
C34327, No, Regular Regression,C-AR - Translations and Localization,1
C34328, No, Regular Regression,C-AR - Translations and Localization,1
C34329, No, Regular Regression,C-AR - Translations and Localization,1
C34330, No, Regular Regression,C-AR - Translations and Localization,1
C34331, No, Regular Regression,C-AR - Translations and Localization,1
C34332, No, Regular Regression,C-AR - Translations and Localization,1
C34336, No, Regular Regression,C-AR - Translations and Localization,1
C34333, No, Regular Regression,C-AR - Translations and Localization,1
C34334, No, Regular Regression,C-AR - Translations and Localization,1
C34335, No, Regular Regression,C-AR - Translations and Localization,1
C35361, Yes, Regular Regression,Customer Hierarchy Import,2
C35362, No, Regular Regression,Customer Hierarchy Import,2
C35552, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35553, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35554, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35555, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35556, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35557, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35558, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35559, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35562, No, Regular Regression,Hierarchy - Customer Listing Page,2
C35664, No, Regular Regression,Hierarchy - Customer Detail Page,2
C35665, No, Regular Regression,Hierarchy - Customer Detail Page,2
C35666, No, Regular Regression,Hierarchy - Customer Detail Page,2
C35667, No, Regular Regression,Hierarchy - Customer Detail Page,2
C35704, No, Regular Regression,Hierarchy - Customer Detail Page,2
C35705, No, Regular Regression,Hierarchy - Customer Detail Page,2
C39786, No, Regular Regression,Hierarchy-Payments,2
C39787, No, Regular Regression,Hierarchy-Payments,2
C39788, Yes, Regular Regression,Hierarchy-Payments,2
C39789, Yes, Regular Regression,Hierarchy-Payments,2
C39790, Yes, Regular Regression,Hierarchy-Payments,2
C39791, Yes, Regular Regression,Hierarchy-Payments,2
C39792, Yes, Regular Regression,Hierarchy-Payments,2
C39793, Yes, Regular Regression,Hierarchy-Payments,2
C39794, Yes, Regular Regression,Hierarchy-Payments,2
C39795, Yes, Regular Regression,Hierarchy-Payments,2
C39796, Yes, Regular Regression,Hierarchy-Payments,2
C39279, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39280, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39281, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39282, No, Regular Regression,C-AR - CashApp Tasks,1
C39283, No, Regular Regression,C-AR - CashApp Tasks,1
C39284, No, Regular Regression,C-AR - CashApp Tasks,1
C39285, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39286, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39287, No, Regular Regression,C-AR - CashApp Tasks,1
C39288, No, Regular Regression,C-AR - CashApp Tasks,1
C39289, No, Regular Regression,C-AR - CashApp Tasks,1
C39290, No, Regular Regression,C-AR - CashApp Tasks,1
C39291, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39292, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39293, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39294, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39295, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39296, No, Regular Regression,C-AR - CashApp Tasks,1
C39297, No, Regular Regression,C-AR - CashApp Tasks,1
C39298, No, Regular Regression,C-AR - CashApp Tasks,1
C39299, No, Regular Regression,C-AR - CashApp Tasks,1
C39300, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39301, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39302, No, Regular Regression,C-AR - CashApp Tasks,1
C39303, Yes, Regular Regression,C-AR - CashApp Tasks,1
C39304, No, Regular Regression,C-AR - CashApp Tasks,1
C35921, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35922, No, Regular Regression,C-AR - Incoming Bank Account,1
C35923, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35924, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35925, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35926, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35927, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35928, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35929, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35930, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35931, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35932, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35933, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35934, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35935, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35936, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35937, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35938, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35939, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35940, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35941, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35942, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35943, No, Regular Regression,C-AR - Incoming Bank Account,1
C35944, No, Regular Regression,C-AR - Incoming Bank Account,1
C35945, No, Regular Regression,C-AR - Incoming Bank Account,1
C35946, No, Regular Regression,C-AR - Incoming Bank Account,1
C35947, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35948, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35949, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35950, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35951, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35952, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35953, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35954, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35955, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35956, Yes, Regular Regression,C-AR - Incoming Bank Account,1
C35957, No, Regular Regression,C-AR - Incoming Bank Account,1
C35958, No, Feature Regression,C-AR - Incoming Bank Account,1
C35959, No, Regular Regression,C-AR - Incoming Bank Account,1
C37133, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37134, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37135, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37136, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37137, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37138, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37139, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37140, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37141, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37314, No, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37315, Yes, Regular Regression,"C-AR Supplier Modes - Full Service, ERP Only",1
C37796, Yes, Regular Regression,C-AR - AccountSecurity,1
C37797, No, Feature Regression,C-AR - AccountSecurity,1
C37798, Yes, Regular Regression,C-AR - AccountSecurity,1
C37799, Yes, Regular Regression,C-AR - AccountSecurity,1
C37800, Yes, Feature Regression,C-AR - AccountSecurity,1
C37801, Yes, Regular Regression,C-AR - AccountSecurity,1
C37802, Yes, Regular Regression,C-AR - AccountSecurity,1
C37803, No, Feature Regression,C-AR - AccountSecurity,1
C37804, Yes, Regular Regression,C-AR - AccountSecurity,1
C37805, No, Feature Regression,C-AR - AccountSecurity,1
C37806, No, Feature Regression,C-AR - AccountSecurity,1
C37807, Yes, Regular Regression,C-AR - AccountSecurity,1
C37808, Yes, Regular Regression,C-AR - AccountSecurity,1
C37809, No, Feature Regression,C-AR - AccountSecurity,1
C37810, Yes, Regular Regression,C-AR - AccountSecurity,1
C37811, No, Feature Regression,C-AR - AccountSecurity,1
C37812, No, Feature Regression,C-AR - AccountSecurity,1
C37813, Yes, Regular Regression,C-AR - AccountSecurity,1
C37814, Yes, Regular Regression,C-AR - AccountSecurity,1
C37815, Yes, Regular Regression,C-AR - AccountSecurity,1
C37816, Yes, Regular Regression,C-AR - AccountSecurity,1
C37817, Yes, Regular Regression,C-AR - AccountSecurity,1
C37818, Yes, Regular Regression,C-AR - AccountSecurity,1
C37819, No, Feature Regression,C-AR - AccountSecurity,1
C37820, Yes, Regular Regression,C-AR - AccountSecurity,1
C37821, Yes, Regular Regression,C-AR - AccountSecurity,1
C37822, No, Feature Regression,C-AR - AccountSecurity,1
C37823, Yes, Regular Regression,C-AR - AccountSecurity,1
C37824, Yes, Regular Regression,C-AR - AccountSecurity,1
C37825, Yes, Regular Regression,C-AR - AccountSecurity,1
C37826, Yes, Regular Regression,C-AR - AccountSecurity,1
C37827, Yes, Regular Regression,C-AR - AccountSecurity,1
C37828, Yes, Regular Regression,C-AR - AccountSecurity,1
C37829, No, Feature Regression,C-AR - AccountSecurity,1
C37830, No, Feature Regression,C-AR - AccountSecurity,1
C37831, Yes, Regular Regression,C-AR - AccountSecurity,1
C37832, Yes, Regular Regression,C-AR - AccountSecurity,1
C37833, Yes, Regular Regression,C-AR - AccountSecurity,1
C37834, Yes, Regular Regression,C-AR - AccountSecurity,1
C37835, Yes, Regular Regression,C-AR - AccountSecurity,1
C37836, Yes, Regular Regression,C-AR - AccountSecurity,1
C37837, Yes, Regular Regression,C-AR - AccountSecurity,1
C37838, Yes, Regular Regression,C-AR - AccountSecurity,1
C37839, Yes, Regular Regression,C-AR - AccountSecurity,1
C37840, Yes, Regular Regression,C-AR - AccountSecurity,1
C37841, Yes, Regular Regression,C-AR - AccountSecurity,1
C37842, Yes, Regular Regression,C-AR - AccountSecurity,1
C37843, No, Feature Regression,C-AR - AccountSecurity,1
C37844, No, Feature Regression,C-AR - AccountSecurity,1
C37845, Yes, Regular Regression,C-AR - AccountSecurity,1
C37846, Yes, Regular Regression,C-AR - AccountSecurity,1
C37847, No, Regular Regression,C-AR - AccountSecurity,1
C37848, No, Regular Regression,C-AR - AccountSecurity,1
C37849, Yes, Regular Regression,C-AR - AccountSecurity,1
C37850, No, Feature Regression,C-AR - AccountSecurity,1
C37851, No, Feature Regression,C-AR - AccountSecurity,1
C37852, No, Feature Regression,C-AR - AccountSecurity,1
C37853, No, Feature Regression,C-AR - AccountSecurity,1
C37854, No, Feature Regression,C-AR - AccountSecurity,1
C37855, No, Feature Regression,C-AR - AccountSecurity,1
C39397, No, Regular Regression,C-AR - Customer Company Profile,1
C39398, No, Regular Regression,C-AR - Customer Company Profile,1
C39399, No, Regular Regression,C-AR - Customer Company Profile,1
C39400, No, Regular Regression,C-AR - Customer Company Profile,1
C40454, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40455, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40456, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40457, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40458, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40459, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40460, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40461, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40462, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40463, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40464, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40465, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40466, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40467, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40468, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40469, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40470, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40471, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40472, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40473, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40474, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40475, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40476, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40477, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40478, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40479, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40480, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40481, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40482, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40483, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40484, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40485, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40486, Yes, Feature Regression,C-AR-CrossCurrencyPayment,1
C40487, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40488, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40489, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40491, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40492, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40493, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40494, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40496, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40497, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40498, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40499, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40501, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40502, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40503, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40504, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40505, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40506, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40507, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40508, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40509, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40510, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40511, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40514, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40515, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40516, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40517, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40518, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40519, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40520, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40521, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40522, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40523, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40524, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40525, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40528, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40529, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40530, No, Feature Regression,C-AR-CrossCurrencyPayment,1
C40531, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40532, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40533, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40534, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40535, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40536, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40537, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40538, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40539, No, Regular Regression,C-AR-CrossCurrencyPayment,1
C40540, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40541, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40542, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40543, Yes, Regular Regression,C-AR-CrossCurrencyPayment,1
C40544, No, Feature Regression,C-AR-CrossCurrencyPayment,1
